POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6081,5,12,18,21,9,26,0,0,0,0,0,0,0,0,0,851,797,1652,51,60,106,41,5,42,8,0,8,4,0,10,37,7,40,9,4,13,1026,891,1920,3,0,5,0,0,0,0,0,0,27,19,43,0,0,0,0,0,0,30,19,51,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,7,4,12,41,29,66,0,3,4,0,0,0,0,0,0,5,3,5,98,134,234,162,180,342,11,4,13,1338,1240,2574
POA6082,0,0,0,15,6,24,0,0,0,0,0,0,0,0,0,507,528,1029,41,25,69,20,0,22,3,0,3,0,0,0,40,4,43,9,7,24,642,569,1211,0,0,0,0,0,0,0,0,0,14,5,13,0,0,0,0,0,0,10,5,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,10,0,9,26,7,33,0,0,0,0,0,0,6,0,0,4,0,0,58,81,131,120,143,262,8,0,6,845,799,1645
POA6083,3,4,4,17,0,17,0,0,0,0,0,0,0,0,0,580,528,1108,32,26,65,32,0,34,4,0,4,0,0,0,36,4,42,30,14,43,729,584,1319,0,0,0,0,0,0,0,0,0,3,15,16,0,0,3,0,0,0,4,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,18,20,33,0,5,11,0,0,0,0,0,0,0,5,11,99,138,233,139,119,260,4,4,3,990,871,1858
POA6084,0,0,3,47,17,62,0,0,0,0,0,0,0,0,0,1573,1392,2962,101,82,182,79,4,80,10,0,6,4,0,8,81,28,109,67,40,107,1963,1566,3533,4,0,3,0,0,0,0,0,0,13,13,24,0,5,5,0,0,0,13,19,35,0,0,0,0,0,0,0,0,0,5,0,3,10,0,7,9,0,15,14,8,24,45,29,73,0,0,5,4,0,9,0,0,0,10,3,15,143,263,410,285,294,580,22,16,41,2469,2176,4641
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,13
POA6100,117,138,265,520,458,974,0,0,0,0,0,0,26,31,56,2743,2226,4968,149,277,423,12,0,12,28,0,29,101,27,132,109,52,162,99,82,184,3908,3295,7205,56,53,113,0,0,0,0,0,0,8,9,14,3,0,5,5,0,5,68,68,142,0,0,0,0,0,0,22,9,34,13,13,25,22,17,36,59,34,98,32,23,57,162,128,295,15,31,49,6,3,13,3,0,11,24,38,68,379,373,753,485,582,1066,15,10,28,4987,4430,9412
POA6101,144,135,283,380,360,746,0,0,0,0,0,0,29,18,48,2990,2507,5498,179,301,478,23,0,24,26,5,31,84,30,116,100,29,124,80,76,154,4048,3465,7511,39,57,97,0,0,0,0,0,0,11,16,24,3,8,8,6,0,12,57,82,135,0,0,0,0,0,0,11,12,17,7,17,30,7,3,14,29,34,60,31,26,57,117,146,259,23,20,40,8,5,14,0,5,9,35,25,59,352,393,741,432,653,1086,19,11,32,5002,4685,9686
POA6102,38,34,74,281,295,575,0,0,0,0,0,0,20,29,46,2477,1677,4152,129,220,351,17,0,17,20,5,22,39,10,52,60,13,71,74,55,135,3165,2333,5499,45,47,83,0,0,0,0,0,0,11,12,23,3,0,3,5,0,5,58,57,119,0,0,0,0,0,0,9,8,22,5,24,32,12,12,21,28,48,73,22,18,44,111,121,234,22,11,34,10,4,16,0,4,4,32,23,52,173,176,346,335,412,745,33,7,42,3848,3076,6919
POA6103,33,26,57,299,238,542,0,0,0,0,0,0,32,25,58,2062,1672,3735,112,195,311,19,0,21,23,3,26,37,8,43,94,23,116,61,37,99,2770,2232,5007,30,21,49,0,0,0,0,0,0,11,11,22,0,3,5,0,0,0,42,37,76,0,0,0,0,0,0,8,15,22,3,17,25,10,9,21,19,39,63,39,14,55,105,86,194,4,13,19,4,3,15,0,0,3,13,24,32,189,182,373,319,384,703,28,10,37,3428,2925,6348
POA6104,21,21,45,210,203,414,0,0,0,0,0,0,28,24,49,2616,2115,4734,169,230,398,31,0,29,19,3,21,52,3,52,127,38,162,41,43,91,3312,2685,6001,23,20,40,0,0,0,0,0,0,25,22,48,3,0,5,0,0,0,47,44,92,0,0,0,0,0,0,7,13,15,6,8,14,9,4,5,14,20,34,32,18,52,97,84,182,4,7,14,9,8,13,0,0,0,17,17,31,218,258,477,414,430,847,27,11,42,4088,3486,7572
POA6105,28,36,64,207,234,442,0,0,0,0,0,0,45,31,77,2941,2207,5144,175,277,453,36,6,36,14,0,13,41,6,51,97,37,135,60,58,116,3649,2898,6542,25,32,58,0,0,0,0,0,0,13,23,38,7,3,6,0,0,0,45,60,106,0,0,0,0,0,0,15,7,22,11,16,23,5,5,13,28,28,54,28,15,50,106,109,212,10,24,29,9,8,15,5,0,0,18,28,45,170,222,393,376,437,805,28,18,47,4338,3702,8047
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
POA6107,395,493,891,303,342,647,0,6,4,0,0,0,82,59,147,9381,6350,15730,473,738,1210,153,0,161,66,3,72,70,24,96,251,64,311,116,127,240,11293,8202,19495,124,235,369,0,0,0,0,0,0,82,83,163,27,34,56,16,3,23,249,359,608,0,0,0,0,0,0,29,23,46,13,37,47,19,18,30,56,77,133,134,58,187,441,489,933,64,104,170,13,3,16,9,4,13,86,112,203,498,659,1153,1093,1333,2425,69,43,111,13480,10847,24324
POA6108,116,126,239,116,94,206,5,0,6,0,0,0,29,19,47,4112,3224,7333,245,298,544,62,0,62,20,0,22,19,0,22,112,27,139,33,37,75,4861,3827,8693,76,86,162,0,0,0,0,0,0,44,47,89,10,7,13,0,0,0,130,142,277,0,0,0,0,0,0,3,11,13,4,12,12,6,3,9,18,28,41,57,25,82,200,195,393,26,32,57,6,5,7,3,0,4,30,33,66,206,294,504,558,687,1245,30,12,43,5891,5053,10944
POA6109,55,69,128,59,39,101,4,0,4,0,0,0,23,7,31,2294,1498,3791,154,188,346,48,0,53,10,0,11,15,0,14,58,20,76,24,21,45,2739,1849,4591,27,43,68,0,0,0,0,0,0,11,26,38,7,13,16,0,0,5,45,84,124,0,0,0,0,0,0,4,3,3,0,5,5,0,0,0,4,11,15,37,20,52,85,111,195,13,24,35,3,0,4,4,0,4,15,23,42,72,125,195,252,273,522,26,14,40,3190,2403,5592
POA6110,170,191,367,182,92,280,0,4,4,0,0,0,53,23,79,7887,6219,14111,470,513,984,151,5,155,46,4,49,29,5,36,235,54,287,75,69,147,9303,7190,16491,146,156,301,0,0,0,0,0,0,92,88,177,20,16,39,7,4,11,274,259,535,0,0,0,0,0,0,12,21,31,9,24,29,6,4,11,27,41,77,84,40,125,389,346,731,54,69,120,3,4,6,0,0,5,65,72,136,411,609,1013,905,1162,2066,51,33,79,11119,9402,20525
POA6111,122,144,264,72,20,93,4,0,4,0,0,0,10,8,24,3983,3246,7229,237,202,433,98,9,104,37,4,41,19,3,21,125,29,156,68,55,122,4770,3723,8490,41,57,96,0,0,0,0,0,0,63,50,113,14,8,17,9,0,13,124,116,241,0,0,0,0,0,0,0,9,11,5,8,10,5,3,9,12,12,24,50,13,60,187,141,322,14,24,35,5,0,7,3,0,5,21,30,49,250,431,687,595,687,1283,21,20,43,5845,5026,10871
POA6112,323,327,650,270,132,408,4,0,10,0,0,6,53,31,90,12437,10318,22756,698,799,1490,173,9,186,53,3,59,48,9,56,396,111,504,138,140,279,14611,11874,26483,196,212,405,0,0,0,0,0,0,221,158,377,10,27,45,10,9,22,445,406,845,0,0,0,0,0,0,6,19,24,10,18,23,19,4,23,33,35,74,153,59,216,632,505,1136,85,122,207,16,7,19,3,0,8,100,129,234,741,1090,1832,1576,2178,3755,94,61,153,17754,15841,33594
POA6121,10,11,15,5,4,5,0,0,0,0,0,0,0,0,0,528,468,997,33,26,60,57,4,59,7,0,7,0,0,0,11,9,13,26,16,44,683,526,1209,0,0,0,0,0,0,0,0,0,8,11,22,0,0,0,0,0,0,8,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,20,18,33,3,0,3,0,0,0,0,0,0,6,0,6,68,134,207,86,116,205,6,3,5,871,790,1662
POA6122,34,63,100,120,32,151,0,4,6,0,0,0,9,8,24,3919,3497,7422,220,242,461,116,7,126,12,0,12,11,0,11,154,41,194,53,53,110,4655,3953,8614,14,24,41,0,0,0,0,0,0,55,43,97,9,7,18,0,0,0,78,77,155,0,0,0,0,0,0,0,3,10,4,3,3,14,0,12,19,7,28,54,21,75,154,109,258,12,28,41,3,3,4,4,0,4,23,29,54,216,411,627,629,738,1368,24,25,47,5695,5261,10957
POA6123,8,0,5,11,0,17,0,0,0,0,0,0,0,0,3,380,317,699,22,17,41,20,0,25,0,0,0,0,0,0,14,11,21,10,3,13,465,360,823,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,7,17,0,3,6,0,0,0,0,0,0,6,3,8,20,39,56,81,84,168,8,0,12,584,497,1082
POA6124,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,178,180,362,10,12,19,4,0,4,0,0,0,0,0,0,14,4,15,16,5,17,229,195,427,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,9,3,15,0,0,0,0,0,0,0,0,0,4,0,4,16,33,59,42,36,79,4,3,11,304,279,589
POA6125,5,4,8,16,3,15,0,0,0,0,0,0,0,0,0,504,474,978,41,24,67,32,3,37,0,0,0,0,0,0,22,11,28,22,21,45,648,538,1186,0,0,0,0,0,0,0,0,0,12,6,18,0,0,0,0,0,0,10,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,4,15,32,11,40,0,0,0,0,0,0,0,0,0,0,4,0,84,137,220,113,109,219,6,8,15,881,802,1683
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,60,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,40,37,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,11,4,17,0,4,3,62,62,126
POA6147,32,48,79,79,74,159,0,0,0,0,0,0,27,16,40,2717,2075,4797,142,183,331,37,0,40,18,3,24,23,8,31,61,20,79,15,22,34,3165,2452,5611,60,59,114,0,0,0,0,0,0,41,27,72,0,11,12,0,4,3,99,102,200,0,0,0,0,0,0,12,7,18,0,4,6,5,0,3,20,10,28,26,12,40,142,127,272,27,28,53,0,0,0,0,0,3,32,29,62,132,209,342,319,402,720,13,20,29,3804,3233,7035
POA6148,84,73,156,88,77,174,0,0,0,0,0,4,13,10,23,3010,2665,5669,136,227,361,33,0,30,13,0,13,62,10,68,73,19,89,27,32,58,3533,3112,6648,140,98,242,0,0,0,0,0,0,48,28,78,5,5,13,3,0,6,202,135,336,0,0,0,0,0,0,4,3,13,10,16,30,0,0,3,15,27,41,32,24,51,255,183,438,24,26,56,4,6,11,0,0,0,34,34,63,380,426,806,360,546,909,21,22,37,4580,4313,8893
POA6149,194,128,325,68,44,110,0,0,0,0,0,0,13,3,22,2881,2650,5532,157,225,384,28,0,33,16,3,18,56,10,65,53,8,60,28,60,83,3494,3144,6639,189,122,318,0,0,0,0,0,0,51,34,86,8,9,17,10,0,10,259,172,430,0,0,0,0,0,0,3,5,11,9,7,9,5,3,6,12,10,29,36,18,60,311,209,522,39,23,60,6,0,5,0,0,0,41,22,68,476,446,924,416,632,1042,14,5,24,4752,4462,9214
POA6150,138,82,225,59,34,91,0,0,0,0,0,0,6,6,12,1913,1682,3600,124,174,301,15,0,21,7,0,7,32,4,39,32,7,37,34,35,71,2372,2042,4407,114,75,190,0,0,0,0,0,0,27,18,47,9,14,21,8,0,7,157,109,261,0,0,0,0,0,0,7,7,14,0,0,3,0,0,0,5,8,17,22,13,32,186,125,312,20,17,40,0,0,4,0,0,0,21,22,44,320,320,642,288,458,742,17,7,23,3207,2969,6175
POA6151,5,3,14,425,353,776,21,18,39,0,0,0,23,42,60,2791,2443,5239,156,281,439,20,0,20,19,3,20,155,40,200,91,27,114,97,92,186,3804,3304,7111,25,39,66,3,0,4,0,0,0,5,15,16,0,0,0,0,0,0,33,49,85,12,3,10,0,0,0,13,14,25,6,11,21,12,5,20,44,38,79,27,23,53,111,110,214,10,14,20,3,4,8,0,4,0,11,24,34,532,549,1083,385,599,983,15,11,28,4859,4591,9450
POA6152,138,110,252,431,390,819,0,3,6,0,0,0,33,24,54,4213,3841,8048,217,368,579,20,0,20,32,0,34,117,30,146,100,28,132,85,111,198,5380,4912,10292,103,70,173,0,0,0,0,0,0,22,22,43,11,9,23,11,3,13,143,110,252,0,0,0,0,0,0,16,14,29,6,25,26,14,9,17,30,47,71,44,29,74,220,181,403,23,30,54,6,5,9,4,0,5,35,33,70,629,667,1294,607,899,1507,49,19,68,6921,6714,13638
POA6153,98,82,177,333,230,562,0,0,0,0,0,0,15,11,27,3400,3025,6419,175,313,485,31,0,31,16,0,16,97,25,116,51,22,73,72,67,141,4276,3770,8044,73,91,170,0,0,0,0,0,0,17,7,21,0,4,9,13,0,13,101,107,207,0,0,0,0,0,0,11,4,15,3,6,14,10,3,13,22,19,35,15,20,37,139,144,286,8,9,21,6,0,6,0,0,3,12,14,28,631,664,1297,438,720,1156,23,16,33,5522,5324,10843
POA6154,25,28,48,146,73,210,0,0,0,0,0,0,13,4,15,1675,1520,3198,85,113,202,12,0,12,9,0,17,39,13,49,39,11,50,27,26,53,2071,1784,3857,57,35,94,0,0,0,0,0,0,11,7,22,0,11,11,0,0,0,72,57,125,0,0,0,0,0,0,7,4,11,0,5,5,0,0,0,5,10,12,14,6,24,90,67,163,9,10,23,0,0,0,0,0,0,9,13,25,252,301,556,234,368,603,13,5,17,2672,2539,5214
POA6155,173,180,352,228,221,445,0,0,0,0,0,0,36,26,71,9378,7930,17303,443,725,1167,73,0,77,37,3,37,90,20,109,248,40,290,92,101,194,10802,9249,20057,550,371,926,0,0,0,0,0,0,164,112,278,21,18,41,5,0,5,745,501,1252,0,0,0,0,0,0,15,14,32,10,31,42,12,4,17,44,47,96,92,68,160,884,619,1499,131,108,237,13,12,22,4,0,6,146,121,270,902,1029,1935,1154,1532,2692,55,32,89,13950,12591,26536
POA6156,32,30,59,164,107,274,3,0,3,0,0,0,13,9,22,3009,2865,5874,153,200,352,20,0,19,30,5,29,56,10,64,71,13,81,49,53,107,3599,3298,6891,69,52,124,0,0,0,0,0,0,29,20,56,3,6,12,3,0,3,110,81,188,0,0,0,0,0,0,13,10,26,0,6,5,5,0,4,18,19,35,37,19,54,162,118,281,9,9,16,3,0,3,4,0,4,15,10,26,380,493,870,435,672,1110,15,21,32,4608,4614,9221
POA6157,26,23,47,157,122,272,3,0,3,0,0,0,6,4,13,2394,2470,4868,114,153,260,16,0,21,27,7,31,55,24,83,59,13,76,46,44,95,2911,2856,5767,42,39,77,0,0,0,0,0,0,17,21,35,3,4,6,0,0,5,65,64,128,0,0,0,0,0,0,3,10,20,3,12,12,8,0,8,17,21,38,30,10,38,112,92,204,12,7,20,3,0,3,4,0,6,13,14,28,277,393,671,361,604,967,8,8,19,3684,3966,7646
POA6158,28,17,46,72,57,131,0,0,0,0,0,0,13,3,13,1185,1198,2385,57,69,122,5,0,5,10,5,17,35,5,43,15,8,23,42,62,102,1464,1425,2884,25,24,53,0,0,0,0,0,0,7,11,22,0,4,8,4,0,4,43,44,86,0,0,0,0,0,0,0,7,5,3,4,7,3,0,0,4,7,12,19,4,18,63,52,120,8,8,9,0,0,0,3,0,3,10,10,19,227,292,512,188,285,474,6,4,7,1961,2060,4016
POA6159,85,60,148,18,17,37,0,0,0,0,0,0,3,5,5,542,563,1107,19,47,70,0,0,0,7,0,11,28,9,36,16,9,22,25,29,49,749,735,1485,8,8,16,0,0,0,0,0,0,3,4,8,0,4,4,5,0,4,20,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,13,26,22,45,0,0,0,0,0,0,0,0,0,0,0,0,155,151,298,104,138,239,0,5,4,1033,1039,2073
POA6160,92,103,188,98,94,197,0,5,0,0,0,0,6,4,16,1240,1224,2468,67,93,161,7,0,7,16,6,22,95,46,141,48,29,77,187,187,376,1852,1793,3640,47,37,85,0,0,0,0,0,0,13,22,35,4,8,11,6,7,14,77,74,144,0,0,0,0,0,0,3,5,8,0,7,7,4,4,11,7,11,22,23,15,35,97,102,201,5,11,12,6,0,5,0,3,3,12,11,22,291,310,605,235,320,553,16,10,25,2507,2550,5050
POA6161,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,18,13,30,0,0,0,31,23,57,50,42,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,14,24,0,0,0,68,56,126
POA6162,58,61,120,79,87,164,0,0,0,0,0,0,15,7,23,1689,1701,3391,100,140,241,22,0,24,22,3,29,94,59,156,45,16,56,90,99,187,2215,2177,4386,74,54,127,0,0,0,0,0,0,36,27,64,0,0,3,15,10,22,123,95,218,0,0,0,0,0,0,0,5,8,11,0,11,5,4,11,16,14,32,22,21,42,164,127,294,5,12,20,4,0,8,6,0,7,15,14,30,309,366,673,341,460,806,12,15,28,3060,3152,6213
POA6163,191,188,377,327,287,616,7,0,5,3,0,3,55,43,96,9321,8528,17843,503,683,1181,104,4,109,92,12,104,143,48,193,268,69,336,143,149,296,11153,10004,21160,219,168,387,0,0,0,0,0,0,133,163,294,22,23,46,13,6,20,393,363,747,0,0,5,0,0,0,13,18,27,15,15,26,19,9,30,47,40,93,111,78,186,551,477,1027,63,59,118,12,8,16,5,0,4,78,66,145,815,1183,2001,1347,1858,3211,51,49,102,14002,13638,27634
POA6164,701,647,1345,316,133,444,0,3,3,0,0,0,54,41,92,12538,11026,23563,738,877,1614,171,8,182,49,3,59,58,15,70,364,88,453,133,145,281,15120,12989,28112,281,299,580,0,0,0,0,0,0,234,193,427,34,48,81,28,10,30,569,550,1121,0,0,0,0,0,0,22,17,43,12,24,36,16,13,25,50,47,103,150,88,239,775,684,1458,121,119,236,11,4,15,13,0,12,141,123,266,966,1391,2360,1713,2392,4112,67,41,107,18784,17631,36416
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,12,35
POA6166,26,32,68,41,32,75,3,0,3,0,0,0,4,8,13,2045,1733,3783,103,111,216,39,0,39,15,0,19,5,4,7,60,18,78,25,16,42,2374,1963,4337,15,13,29,0,0,0,0,0,0,38,30,67,0,0,5,0,0,0,52,51,100,0,0,0,0,0,0,0,8,5,0,0,0,5,5,10,10,10,18,18,10,32,80,68,150,9,4,11,0,0,3,0,0,0,8,8,16,170,266,432,310,381,694,9,8,19,2958,2694,5653
POA6167,151,195,344,133,67,206,3,3,4,0,0,0,23,13,30,4410,3605,8018,299,311,615,90,0,90,22,0,23,13,0,13,163,44,209,57,73,129,5373,4312,9689,102,131,235,0,0,0,0,0,0,67,65,129,8,12,25,3,0,3,183,211,391,0,0,0,0,0,0,8,4,13,4,8,15,5,0,9,21,11,37,51,24,73,255,246,502,34,71,101,3,0,5,9,0,9,41,72,112,222,412,631,704,812,1518,39,24,60,6632,5876,12506
POA6168,90,130,219,123,69,185,0,0,0,0,0,0,12,8,16,3470,2932,6406,255,252,507,51,5,50,38,4,37,34,7,37,183,57,244,159,115,278,4416,3573,7992,58,69,132,0,0,0,0,0,0,33,43,75,4,5,7,4,9,13,106,118,226,0,0,0,0,0,0,0,0,3,3,5,7,3,0,3,8,3,17,54,29,79,164,156,314,20,29,48,6,0,9,4,0,8,33,28,62,193,277,466,628,687,1314,30,25,56,5460,4746,10214
POA6169,174,172,346,186,83,270,0,0,0,0,0,0,13,7,19,5075,4626,9699,371,328,700,76,4,80,37,5,38,37,16,54,268,54,320,73,73,146,6317,5366,11679,89,97,186,0,0,0,0,0,0,64,71,132,14,18,34,13,4,12,182,190,372,0,0,0,0,0,0,6,3,11,10,12,24,6,4,13,27,19,42,80,31,115,285,242,527,48,59,109,17,6,16,5,3,5,61,69,135,357,533,885,1063,1089,2146,49,32,75,8132,7322,15451
POA6170,259,297,557,93,69,158,0,0,0,0,0,0,14,4,16,3021,2399,5412,197,210,409,36,0,36,16,0,20,10,3,11,122,24,146,31,22,58,3793,3024,6818,82,146,229,0,0,0,0,0,0,43,43,87,16,23,35,8,6,13,149,218,361,0,0,0,0,0,0,7,3,5,5,7,13,4,4,3,10,11,24,47,18,66,205,247,454,35,64,97,8,0,12,3,0,5,45,67,109,153,259,419,459,541,1006,16,13,32,4680,4158,8833
POA6171,146,183,329,218,67,286,0,0,4,0,0,0,20,13,38,6117,5714,11836,426,378,807,74,0,79,34,3,39,23,5,28,354,75,433,92,91,183,7508,6541,14052,96,128,220,0,0,0,0,0,0,117,104,209,13,24,39,3,4,3,224,251,474,0,0,0,0,0,0,9,7,13,8,5,11,7,0,8,21,13,35,98,27,127,345,293,633,48,55,103,19,4,23,4,0,4,66,60,132,366,711,1078,1214,1310,2523,40,25,69,9535,8943,18478
POA6172,39,61,101,93,43,133,0,0,0,0,0,0,0,6,6,2043,1874,3918,166,144,308,37,5,47,12,0,8,11,0,10,94,9,110,32,30,64,2526,2174,4699,31,37,65,0,0,0,0,0,0,27,25,50,9,10,19,0,0,0,64,69,126,0,0,0,0,0,0,0,3,8,4,4,6,3,0,3,12,8,15,39,8,44,113,80,189,18,22,43,6,0,3,4,0,4,27,21,51,136,216,351,462,490,954,17,6,26,3283,2987,6278
POA6173,71,68,138,94,32,128,0,0,0,0,0,0,6,0,4,2102,2029,4134,165,151,317,29,0,34,11,0,11,9,3,8,134,17,150,32,42,75,2660,2346,5005,23,16,42,0,0,0,0,0,0,65,44,107,3,6,12,0,0,0,87,64,153,0,0,0,0,0,0,4,3,4,3,0,3,10,0,10,12,0,18,37,18,57,139,89,225,11,16,26,4,0,3,0,0,0,19,19,33,154,233,388,512,470,982,15,11,31,3494,3164,6664
POA6174,20,24,42,48,19,65,0,0,0,0,0,0,0,4,4,900,905,1808,77,55,132,5,0,5,10,0,10,8,3,9,41,10,50,10,11,26,1121,1031,2149,3,12,21,0,0,0,0,0,0,24,23,47,0,0,0,0,0,0,32,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,16,5,20,53,44,96,0,4,5,4,0,4,0,0,0,6,4,9,46,113,161,220,218,439,12,3,9,1458,1413,2869
POA6175,16,17,35,40,16,56,0,0,0,0,0,0,0,0,4,657,637,1294,51,41,96,12,0,12,4,0,4,0,0,0,33,7,34,6,3,7,816,729,1543,3,4,8,0,0,0,0,0,0,7,4,19,0,0,5,0,0,0,13,14,28,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,0,7,10,3,11,26,19,47,0,5,6,6,0,0,0,0,0,4,3,13,48,86,135,147,153,302,4,4,6,1050,991,2038
